1 1 229.947021 0.000000 1000.000000 2.338172 235.929535 -2.293821 -6.026855 0.000000 0.000000 4.771288
100 2 198.291321 0.000000 1000.000000 0.590145 197.701172 0.000000 0.000000 0.000000 0.000000 7.243383
200 3 188.216324 0.000000 1000.000000 2.475910 185.835709 -0.095286 0.000000 0.000000 0.000000 8.950605
300 4 203.440201 0.000000 1000.000000 1.407987 202.032211 0.000000 0.000000 0.000000 0.000000 10.979071
400 5 185.539261 0.000000 1000.000000 1.215716 184.323547 0.000000 0.000000 0.000000 0.000000 7.262878
500 6 202.427567 0.000000 1000.000000 1.485822 200.958313 -0.016578 0.000000 0.000000 0.000000 7.860999
600 7 201.107300 0.000000 1000.000000 1.018564 200.452255 -0.363532 0.000000 0.000000 0.000000 11.822670
700 8 185.988907 0.000000 1000.000000 0.829197 185.839401 -0.679689 0.000000 0.000000 0.000000 8.838986
800 9 193.825729 0.000000 1000.000000 0.761947 194.102859 -1.039083 0.000000 0.000000 0.000000 8.737446
900 10 196.322159 0.000000 1000.000000 0.570224 196.230682 -0.478747 0.000000 0.000000 0.000000 8.845636
1000 11 201.432495 0.000000 1000.000000 0.502246 201.367706 -0.437460 0.000000 0.000000 0.000000 7.353200
1100 12 182.472443 0.000000 1000.000000 0.262343 183.129959 -0.919862 0.000000 0.000000 0.000000 6.165821
1200 13 196.072784 0.000000 1000.000000 0.647546 195.947052 -0.521826 0.000000 0.000000 0.000000 6.436213
1300 14 197.120972 0.000000 1000.000000 0.752807 199.432556 -0.750580 -2.313807 0.000000 0.000000 6.748292
1400 15 193.167999 0.000000 1000.000000 1.143916 193.193771 -1.169694 0.000000 0.000000 0.000000 6.255236
1500 16 174.301086 0.000000 1000.000000 0.273832 179.839188 -1.433551 -4.378383 0.000000 0.000000 5.349061
1600 17 173.942184 0.000000 1000.000000 0.745423 174.206345 -1.009581 0.000000 0.000000 0.000000 7.247470
1700 18 195.034973 0.000000 1000.000000 0.273200 198.264343 -1.211012 -2.291545 0.000000 0.000000 8.471384
