500 35.051262 0.790377 62.013466 -5.688230 -22.934521 0.870166 0.000000
1000 28.623825 0.501176 49.306358 -5.321888 -16.641743 0.779923 0.000000
1500 20.801851 0.494583 46.694710 -5.603976 -21.686998 0.903534 0.000000
2000 35.564548 0.580668 60.100018 -5.985291 -20.044630 0.913785 0.000000
2500 14.283098 0.406413 44.122269 -7.849141 -23.287174 0.890730 0.000000
3000 22.613476 0.430511 49.029346 -5.973722 -21.697084 0.824423 0.000000
3500 28.257832 1.256887 53.600594 -6.634390 -20.996599 1.031341 0.000000
4000 37.213161 0.616753 61.352112 -3.873463 -21.891571 1.009332 0.000000
4500 28.368893 0.458652 54.261883 -5.019142 -22.115623 0.783124 0.000000
5000 28.126331 0.342961 51.273808 -5.134331 -19.105528 0.749423 0.000000
500 10.290634 0.871945 39.970417 -8.211994 -23.126102 0.786369 0.000000
1000 10.812305 0.348209 41.242676 -7.104625 -24.449677 0.775723 0.000000
1500 25.695745 2.020259 52.644012 -6.488939 -23.244051 0.764466 0.000000
2000 26.628000 0.689980 55.961113 -7.203258 -23.637333 0.817500 0.000000
2500 32.706570 0.652421 57.696762 -6.493914 -19.921228 0.772529 0.000000
3000 15.751963 0.370654 45.617443 -7.652967 -23.304340 0.721174 0.000000
3500 20.445408 0.440440 47.500530 -7.898648 -20.391562 0.794646 0.000000
4000 20.005825 0.702487 48.860458 -7.417610 -22.912535 0.773024 0.000000
4500 23.843372 0.729893 53.369919 -8.606315 -22.525227 0.875104 0.000000
5000 28.145662 0.786876 55.230804 -6.187549 -22.535183 0.850714 0.000000
500 29.283993 0.517349 52.098236 -6.369789 -18.231575 1.269772 0.000000
1000 38.597275 0.644053 56.341545 -4.561624 -15.130041 1.303336 0.000000
1500 35.824821 0.243617 59.515785 -5.924869 -18.967861 0.958151 0.000000
2000 43.457718 0.434132 59.779457 -3.812928 -13.986976 1.044033 0.000000
2500 38.013020 0.660018 65.024994 -6.282832 -22.334824 0.945664 0.000000
3000 33.288151 0.634737 56.760670 -2.187628 -22.712898 0.793274 0.000000
3500 26.974009 0.372316 57.286587 -6.367347 -25.168978 0.851434 0.000000
4000 27.207687 0.586568 56.042393 -7.005768 -23.363123 0.947619 0.000000
4500 19.860077 2.493277 43.441467 -5.634644 -21.494228 1.054203 0.000000
5000 28.337475 0.529424 54.085114 -5.940454 -21.144175 0.807566 0.000000
500 40.129063 0.451742 54.971436 -5.856683 -10.403998 0.966567 0.000000
1000 44.998322 1.125866 55.847755 -3.593019 -9.536081 1.153800 0.000000
1500 43.692081 0.548354 56.506367 -4.243647 -9.906783 0.787792 0.000000
2000 40.014339 0.334035 59.644779 -6.216764 -14.772470 1.024760 0.000000
2500 32.292225 0.571347 52.905357 -6.600346 -15.620622 1.036487 0.000000
3000 40.844822 0.381942 53.304115 -3.716772 -10.147730 1.023266 0.000000
3500 29.815981 0.483358 44.756218 -4.912731 -11.409767 0.898905 0.000000
4000 40.505421 0.611865 55.963409 -3.933136 -12.943304 0.806582 0.000000
4500 41.433323 0.786522 55.061115 -4.358308 -10.981728 0.925720 0.000000
5000 41.356495 0.292705 55.905937 -3.115075 -12.571220 0.844145 0.000000
500 20.932802 0.671323 47.415936 -6.313035 -22.182755 1.341334 0.000000
1000 38.074528 2.011203 60.682526 -5.707069 -20.106241 1.194110 0.000000
1500 23.886265 0.577559 50.994179 -6.369252 -22.570797 1.254573 0.000000
2000 40.506374 0.455728 58.678139 -5.951474 -13.717484 1.041466 0.000000
2500 27.048311 0.216303 54.967091 -7.281748 -21.900503 1.047172 0.000000
3000 23.864174 0.759786 49.239655 -7.340896 -19.735445 0.941076 0.000000
3500 25.570057 1.063922 52.831844 -7.465816 -22.129082 1.269189 0.000000
4000 36.407574 0.851335 53.677532 -5.780108 -13.556990 1.215808 0.000000
4500 18.559744 0.622640 46.651489 -7.085068 -22.561045 0.931728 0.000000
5000 25.262289 0.256722 52.340118 -6.001179 -22.369308 1.035936 0.000000
500 40.334412 0.623758 60.491966 -6.564113 -15.111292 0.894097 0.000000
1000 36.007111 0.339843 52.076553 -7.255124 -9.971695 0.817532 0.000000
1500 54.418144 0.656227 68.352180 -6.346533 -9.157093 0.913365 0.000000
2000 47.879826 1.480055 57.984566 -4.714921 -7.873931 1.004056 0.000000
2500 47.271725 0.395946 62.083416 -5.317125 -10.808545 0.918028 0.000000
3000 37.522583 0.744846 55.104305 -5.487198 -13.951530 1.112161 0.000000
3500 43.632633 0.321873 60.994217 -7.698852 -10.934587 0.949986 0.000000
4000 44.498608 1.064837 63.939842 -5.857701 -15.447742 0.799375 0.000000
4500 35.818123 0.666436 55.395229 -6.282917 -14.723419 0.762793 0.000000
5000 43.321163 0.178694 58.438595 -5.646812 -10.497873 0.848561 0.000000
500 34.065121 0.473011 56.620464 -7.665358 -16.303162 0.940167 0.000000
1000 21.249277 0.426437 48.520206 -7.486221 -21.326824 1.115680 0.000000
1500 25.586372 0.435034 54.079617 -5.725701 -24.398073 1.195494 0.000000
2000 16.431696 0.248194 44.367031 -6.082169 -23.259855 1.158493 0.000000
2500 29.062000 0.426813 58.405186 -9.701978 -20.972750 0.904730 0.000000
3000 30.386036 0.474048 54.136494 -5.800429 -19.535774 1.111699 0.000000
3500 28.619823 0.866153 55.737152 -7.934248 -20.997496 0.948259 0.000000
4000 17.110920 0.392736 46.980904 -7.714304 -23.583485 1.035071 0.000000
4500 25.502733 0.578015 53.645508 -9.683969 -20.118143 1.081322 0.000000
5000 19.992899 0.456782 50.215092 -8.342616 -23.455681 1.119322 0.000000
500 20.519623 0.308164 43.661800 -7.493702 -16.714146 0.757508 0.000000
1000 19.647776 0.362046 48.795956 -6.673757 -23.625221 0.788752 0.000000
1500 21.619905 0.407561 47.359161 -6.604893 -20.294268 0.752342 0.000000
2000 18.132601 0.442507 45.550869 -7.395075 -21.299179 0.833478 0.000000
2500 25.433678 0.487377 53.809761 -6.876266 -22.850494 0.863300 0.000000
3000 22.732491 0.429452 49.768898 -6.394392 -21.875656 0.804191 0.000000
3500 23.081030 0.566631 47.019642 -4.902475 -20.589615 0.986845 0.000000
4000 20.164227 0.539162 47.494434 -5.963203 -22.840342 0.934176 0.000000
4500 25.962990 1.528011 52.675331 -8.677174 -20.499712 0.936534 0.000000
5000 22.701878 0.332188 48.187500 -5.777850 -20.910870 0.870911 0.000000
500 33.934387 0.365890 47.463848 -2.690049 -12.433729 1.228425 0.000000
1000 44.518051 0.339326 61.395370 -1.309697 -16.990646 1.083699 0.000000
1500 40.151039 2.004572 55.632404 -1.282736 -17.772747 1.569544 0.000000
2000 35.523476 0.460817 52.567806 -2.091814 -16.509176 1.095847 0.000000
2500 29.403091 0.312483 50.002499 -2.037971 -19.897270 1.023351 0.000000
3000 24.930756 0.354482 45.617451 -2.834092 -19.129015 0.921931 0.000000
3500 31.105778 0.437214 48.099033 -1.564278 -16.893482 1.027290 0.000000
4000 35.362202 0.701477 49.667511 -2.032597 -13.882195 0.908004 0.000000
4500 44.846428 0.311297 60.067474 -2.001374 -14.521226 0.990253 0.000000
5000 30.207062 0.426741 53.330917 -2.387124 -22.135010 0.971534 0.000000
500 41.020180 1.185869 58.250950 -4.107161 -15.170555 0.861075 0.000000
1000 40.068882 0.695175 56.549900 -3.277566 -14.766190 0.867563 0.000000
1500 43.517845 1.226905 57.876072 -4.267593 -12.397832 1.080291 0.000000
2000 50.809715 2.022182 61.954113 -4.115653 -10.216698 1.165772 0.000000
2500 37.255219 1.550082 53.821667 -4.762016 -14.472713 1.118199 0.000000
3000 41.554619 0.521579 59.308559 -6.301576 -12.986818 1.012872 0.000000
3500 40.682819 1.580862 58.416378 -6.269521 -13.969199 0.924300 0.000000
4000 41.314613 2.316707 55.815979 -4.574825 -13.267983 1.024735 0.000000
4500 36.931343 0.983212 51.631104 -3.500209 -13.141970 0.959204 0.000000
5000 53.002117 0.634202 63.474243 -2.847141 -9.307619 1.048435 0.000000
