500 17.395670 2.465631 47.424107 -8.481406 -24.749685 0.737022 0.000000
1000 16.840813 0.427933 45.639030 -5.927740 -24.039280 0.740871 0.000000
1500 9.429446 0.493566 41.320503 -9.389007 -23.736269 0.740655 0.000000
2000 14.135349 1.534231 42.730244 -7.513103 -23.483305 0.867285 0.000000
2500 18.470140 0.557749 49.212097 -7.648487 -24.418221 0.767000 0.000000
3000 13.868546 0.697574 45.997761 -9.117426 -24.428436 0.719072 0.000000
3500 9.885908 0.508152 41.529305 -10.094085 -22.782009 0.724547 0.000000
4000 -3.037086 0.436676 31.681944 -10.480763 -25.511503 0.836562 0.000000
4500 8.949120 0.475542 39.599228 -7.851669 -24.015318 0.741334 0.000000
5000 14.200241 0.536554 39.551582 -7.077451 -19.583073 0.772628 0.000000
500 45.896397 0.325876 59.401932 -4.769893 -9.958841 0.897329 0.000000
1000 41.307617 0.185570 56.793205 -5.160351 -11.463090 0.952281 0.000000
1500 28.552486 0.399333 48.432739 -5.450539 -15.613877 0.784829 0.000000
2000 39.032669 0.465586 51.277966 -3.952979 -9.813808 1.055903 0.000000
2500 37.683861 0.670208 57.260715 -5.592247 -15.717451 1.062637 0.000000
3000 36.941437 0.493290 53.972961 -4.823554 -13.758730 1.057473 0.000000
3500 31.659761 0.390962 48.945766 -3.525357 -15.049396 0.897787 0.000000
4000 43.078339 0.216508 61.311275 -6.096332 -13.568520 1.215410 0.000000
4500 36.022934 0.648220 55.826927 -7.962626 -13.632740 1.143153 0.000000
5000 34.974323 1.115764 54.008221 -7.759289 -13.492023 1.101650 0.000000
500 19.523369 0.539874 47.522205 -8.097466 -21.203970 0.762723 0.000000
1000 17.664249 1.988964 47.185947 -8.148305 -24.132519 0.770161 0.000000
1500 25.845221 0.295629 53.879776 -8.341309 -20.750635 0.761761 0.000000
2000 20.364740 0.855044 51.787659 -9.106618 -24.095602 0.924256 0.000000
2500 18.198572 0.673827 47.193718 -8.394861 -22.153152 0.879039 0.000000
3000 24.955341 0.548526 56.883934 -8.684947 -24.645052 0.852880 0.000000
3500 19.912886 0.691405 50.802643 -10.089605 -22.325836 0.834280 0.000000
4000 12.794798 0.266642 46.219074 -8.857334 -25.715000 0.881414 0.000000
4500 14.360814 0.448026 46.607861 -8.293460 -25.158133 0.756522 0.000000
5000 17.188833 1.024747 47.575703 -7.334898 -24.978954 0.902238 0.000000
500 20.803667 0.467960 47.408276 -3.591858 -24.330046 0.849334 0.000000
1000 18.443079 0.434883 44.339512 -3.460463 -23.607035 0.736182 0.000000
1500 26.648855 0.332214 53.478115 -5.546956 -22.376511 0.761992 0.000000
2000 21.402843 0.409885 47.871502 -5.228055 -22.412106 0.761617 0.000000
2500 27.412371 0.645603 50.228977 -6.859798 -17.403618 0.801207 0.000000
3000 19.848383 0.471448 48.666512 -8.620516 -21.480633 0.811574 0.000000
3500 16.353006 0.499629 42.621494 -6.165142 -21.324396 0.721421 0.000000
4000 23.052500 0.460744 48.703270 -6.324270 -20.601025 0.813779 0.000000
4500 16.493975 0.640812 45.263149 -7.746910 -22.381571 0.718494 0.000000
5000 18.557615 1.101384 46.935993 -6.874913 -23.324394 0.719545 0.000000
500 18.167967 0.373392 48.176552 -10.166105 -21.094618 0.878742 0.000000
1000 17.901625 0.518981 47.505535 -8.278711 -22.741653 0.897474 0.000000
1500 13.104073 0.434420 44.928825 -10.322641 -22.790752 0.854221 0.000000
2000 20.381401 0.668636 51.896587 -9.528841 -23.482260 0.827276 0.000000
2500 15.712692 0.736369 49.953499 -10.788377 -25.016790 0.827990 0.000000
3000 34.330017 0.607517 64.954552 -8.336996 -23.763447 0.868396 0.000000
3500 23.523766 0.128080 54.841591 -9.359373 -22.870869 0.784337 0.000000
4000 21.011261 0.833975 50.643322 -9.958317 -21.323893 0.816172 0.000000
4500 17.286102 0.887010 46.001003 -8.501078 -21.878630 0.777799 0.000000
5000 15.377760 0.255415 44.513123 -7.073309 -23.307514 0.990050 0.000000
500 18.202818 0.428003 44.508991 -6.309703 -21.122616 0.698145 0.000000
1000 17.438074 0.260958 45.095310 -6.828098 -21.856417 0.766322 0.000000
1500 21.362186 0.446480 49.336517 -6.293860 -22.913502 0.786552 0.000000
2000 17.342590 0.530246 42.226589 -5.984815 -20.252060 0.822629 0.000000
2500 7.678089 0.504179 40.268242 -9.878684 -24.076147 0.860498 0.000000
3000 16.766516 0.435961 48.653782 -9.793134 -23.277739 0.747643 0.000000
3500 20.375912 0.720058 48.878384 -7.763150 -22.341415 0.882034 0.000000
4000 8.812547 0.188721 41.028305 -8.442672 -24.713736 0.751929 0.000000
4500 15.988274 0.502150 50.548527 -10.500037 -25.412401 0.850034 0.000000
5000 9.859757 0.282143 42.965546 -9.433609 -24.757631 0.803310 0.000000
500 30.191538 0.727474 55.393372 -5.165454 -21.671511 0.907659 0.000000
1000 39.367573 0.944923 59.444153 -4.841635 -17.307199 1.127330 0.000000
1500 33.021595 2.643682 56.471470 -7.154388 -19.726713 0.787547 0.000000
2000 26.024544 0.493904 55.808586 -7.952428 -23.086824 0.761304 0.000000
2500 18.120106 0.530254 47.123314 -7.845504 -22.763796 1.075838 0.000000
3000 18.734833 0.309390 42.700237 -6.810213 -18.303108 0.838523 0.000000
3500 10.938578 0.424161 39.893040 -7.737441 -22.610252 0.969073 0.000000
4000 22.696730 0.709667 49.688599 -6.457789 -22.180119 0.936374 0.000000
4500 18.430120 0.417396 46.173649 -7.215245 -21.741699 0.796018 0.000000
5000 13.192435 0.776321 44.380459 -9.978341 -22.797300 0.811295 0.000000
500 29.839966 0.339532 49.993950 -7.148573 -14.312597 0.967658 0.000000
1000 33.650276 0.386614 52.513435 -6.494864 -13.689116 0.934203 0.000000
1500 34.681675 0.631436 53.556816 -5.655900 -14.758362 0.907683 0.000000
2000 30.984465 0.497277 52.250378 -6.626767 -15.984002 0.847578 0.000000
2500 38.757332 0.430233 58.545193 -6.933330 -14.244400 0.959635 0.000000
3000 38.955612 0.421916 57.905617 -6.323533 -13.855877 0.807487 0.000000
3500 38.579670 0.404162 59.082790 -6.849329 -14.888962 0.831005 0.000000
4000 32.706528 0.218567 50.853527 -5.977478 -13.328120 0.940033 0.000000
4500 40.285084 0.447725 52.790100 -4.613152 -9.268642 0.929054 0.000000
5000 36.133663 0.333768 56.809811 -6.711586 -15.409655 1.111324 0.000000
500 32.224407 0.760580 57.365578 -4.121480 -22.872105 1.091835 0.000000
1000 31.448338 0.343050 53.546322 -3.223611 -20.022198 0.804771 0.000000
1500 38.511650 0.821743 57.933960 -3.013681 -18.354921 1.124548 0.000000
2000 38.022427 2.150634 57.559299 -3.874907 -18.886383 1.073779 0.000000
2500 23.535404 0.461005 48.947212 -5.455939 -21.227221 0.810347 0.000000
3000 33.926815 2.602631 58.530758 -8.492522 -19.567299 0.853248 0.000000
3500 29.777510 0.578924 58.496315 -7.098170 -23.030045 0.830485 0.000000
4000 23.309677 0.402563 52.064049 -7.882168 -22.238489 0.963720 0.000000
4500 31.298197 0.424691 61.030285 -6.386233 -24.562744 0.792201 0.000000
5000 27.831055 0.438775 55.899437 -7.553611 -21.846598 0.893052 0.000000
500 21.672363 0.917408 48.124146 -7.857977 -20.384083 0.872871 0.000000
1000 19.190670 0.392194 49.213062 -8.110286 -23.204319 0.900020 0.000000
